label,document,joy,embarrassed,anger,nervous,hurt,sad
0,다음 주에 친구들이랑 놀러 가기로 해서 기대돼.,1,0,0,0,0,0
0,어렸을 때 날 괴롭혔던 친구랑 같은 반이 됐는데 오늘 같이 얘기를 나눴어.,1,0,0,0,0,0
0,우리 학교에 폭행 사건이 있었어.,1,0,0,0,0,0
0,며칠 전에 내가 다른 반 애한테 맞고 있었는데 우리 반 반장이 나타나서 말려줬어.,1,0,0,0,0,0
0,우리 부모님께서 오늘 우리 반에 햄버거를 돌렸어. 어깨가 으쓱했어.,1,0,0,0,0,0
0,오늘 친구들이랑 진솔하게 얘기하고 화해했어. 관계를 회복할 수 있어서 좋았어.,1,0,0,0,0,0
0,오늘 친구랑 속 깊은 얘기를 나눴어.,1,0,0,0,0,0
0,오늘 선생님이 내가 괴롭힘 당하고 있는 걸 몰랐던 것에 대해 사과하셨어.,1,0,0,0,0,0
0,선생님께서 오늘 내게 반장선거에 나가보는 게 어떠냐고 따로 불러 말씀하셨어.,1,0,0,0,0,0
0,내가 요즘 관심이 생긴 애가 있는데 생각만 해도 좋아.,1,0,0,0,0,0
1,직장에서 실수를 했는데 팀원들이 이거 가지고 욕할 것 같아.,0,1,0,0,0,0
1,친구들이 나 빼고 다 취업을 해서 애들 만나는 게 좀 부끄럽다.,0,1,0,0,0,0
1,내가 직장에서 업무 실수를 했는데 그걸로 직원들이 나를 비웃을 것 같아.,0,1,0,0,0,0
1,문서 하나 제대로 못 쓰는 날 팀장님이 어떻게 생각하실까 걱정이야.,0,1,0,0,0,0
1,프로젝트가 무산돼서 팀원들이 너무 속상해할 것 같아.,0,1,0,0,0,0
1,내가 자료를 잘못 보내서 대표님이 많이 화내실 것 같아.,0,1,0,0,0,0
1,다들 승진했는데 나만 못 해서 가족들에게 참 미안해.,0,1,0,0,0,0
1,나만 무시하는데 난 내가 뭘 잘못했는지 모르겠어.,0,1,0,0,0,0
1,이번에도 취업에 실패했는데 가족들이 나를 어떻게 생각할지 걱정이 된다.,0,1,0,0,0,0
1,내가 해고를 당했는데 남은 다른 직원들이 나를 어떻게 생각할까?,0,1,0,0,0,0
1,면접에서 떨어졌는데 면접관이 나를 어떻게 봤을지 너무 궁금해.,0,1,0,0,0,0
1,직장에서 따돌림을 당하고 있는데 대체 직원들이 나를 어떻게 보고 있길래 그러는 걸까?,0,1,0,0,0,0
2,직장에서 직원들이 서로들 이간질하고 따돌리는데 그걸 보고 있자니 진짜 사람들이 추악한 것 같아.,0,0,1,0,0,0
2,상사가 권위를 남용해서 직원들을 못살게 구는데 보고만 있자니 구역질이 나.,0,0,1,0,0,0
2,과장이 동기한테 성희롱적인 말을 했을 때 구역질이 났어.,0,0,1,0,0,0
2,직위가 높다고 직원들을 제멋대로 부려먹는 상사를 보고 있자니 구역질이 나.,0,0,1,0,0,0
2,취업 못 하는 친구들 비하하는 사람이 있는데 그런 사람이랑은 더 이상 친구로는 지낼 수 없을 것 같아.,0,0,1,0,0,0
2,내 장래희망에 대해서 함부로 떠드는 친구에게 모멸감을 느꼈어.,0,0,1,0,0,0
2,직장 내 성희롱을 보고 있자니 너무 역겨워서 미치겠어.,0,0,1,0,0,0
2,정말 많은 회사에서 떨어지니까 이제는 취업만 떠올려도 구역질이 나.,0,0,1,0,0,0
2,회사에서 너무 많은 업무에 시달려서 이제는 진짜 가기가 싫어졌어.,0,0,1,0,0,0
2,회사에서 사람들과의 관계가 어려워서 구역질 날 정도로 힘들어.,0,0,1,0,0,0
2,모두가 자기 자신의 이익만을 생각하고 일하는데 그런 태도가 보기 역겨워.,0,0,1,0,0,0
2,모두가 손해 보는 일은 안 하려고만 해. 그게 화가 나.,0,0,1,0,0,0
5,내가 기획했던 프로젝트들이 제대로 실현도 못된 채로 끝나 버렸어 너무 슬퍼.,0,0,0,0,0,1
5,프레젠테이션 준비를 성심 성의껏 준비했는데 인정을 못 받았어.,0,0,0,0,0,1
5,나의 모든 노력을 쏟아부은 업무가 무의미해져 버려서 너무 슬퍼.,0,0,0,0,0,1
5,입사 동기들은 다 부장님께 사랑을 받는데 나만 미움을 받아서 슬퍼.,0,0,0,0,0,1
5,취업 준비를 삼 년이나 했거든? 근데 아직도 취업을 하지 못해 슬퍼.,0,0,0,0,0,1
5,직장에서 모두들 내 말을 무시하는 거 같아서 슬퍼.,0,0,0,0,0,1
5,지금 모습에서 내 미래가 전혀 그려지지 않으니까 너무 슬프다.,0,0,0,0,0,1
5,내가 분명히 잘했다고 생각한 것들에 다른 사람들은 아무렇지 않게 해내서 슬퍼.,0,0,0,0,0,1
5,어려운 프로젝트를 진행 중인데 날 응원해 주는 사람이 한 명도 없어서 너무 슬프다.,0,0,0,0,0,1
5,나는 내가 진짜 잘했다고 자신했는데 팀장님은 나를 인정해주지 않으셔서 슬퍼.,0,0,0,0,0,1
5,쉽게 봤던 기업이었는데 서류전형에서부터 탈락해서 너무 슬퍼.,0,0,0,0,0,1
5,진로 설정을 어떻게 해야 할지 모르겠어. 진짜 하나도 몰라서 너무 낙담이 돼.,0,0,0,0,0,1
2,내 장래희망을 깎아 내리는 친구 때문에 너무 화가 나서 어떻게 해야 할지 모르겠어.,0,0,1,0,0,0
2,사무실 사람들이 나를 일부러 무시하는 것 같아 화가 나.,0,0,1,0,0,0
2,올해 취업 못하면 내년에는 취업하기가 더 어려울 것 같아.,0,0,1,0,0,0
2,어떤 회사도 나를 채용하고 싶지 않아하는 것 같아. 초조해.,0,0,1,0,0,0
2,어느 직장이든 들어가고 싶어서 거의 모든 공고에 지원을 하는데 도대체 왜 한 곳도 연락이 안 오는 걸까?,0,0,1,0,0,0
2,내가 희망하는 어떤 기업에서도 합격 연락이 오지 않았어.,0,0,1,0,0,0
2,요즘 내 의견은 다 묵살하는 팀장님 때문에 화가 나는데 그 팀장님께 꼭! 반드시! 인정을 받을 거야.,0,0,1,0,0,0
2,직무향상을 위해 자기 계발을 더 하고 싶은 욕심이 생긴다.,0,0,1,0,0,0
2,회사 업무에서 성과를 내고 싶은데 동기들만 승승장구 하고 있는 것 같아서 솔직히 기분이 안 좋아.,0,0,1,0,0,0
2,프로젝트를 기한 내에 끝내게 하려고 팀원들을 닦달하고 있어.,0,0,1,0,0,0
2,승진하려면 자격증을 더 따야 하는데 일이 너무 바빠서 쉽지가 않아.,0,0,1,0,0,0
2,빨리 취업을 해야 학자금 대출을 갚는데 취업이 안 돼서 속상하고 불안해.,0,0,1,0,0,0
4,누군가의 거짓 진술로 인해 친구들로부터 따돌림을 당하게 되었어.,0,0,0,0,1,0
4,나는 일 년 동안 따돌림을 당해서 마음 속 상처가 많아.,0,0,0,0,1,0
4,가장 친한 친구가 내가 그 책을 훔쳐갔다고 얘기해서 너무 슬펐어.,0,0,0,0,1,0
4,나는 맹세코 그런 말을 한 적이 없는데 왜 걔한테 맞았는지 모르겠어. 너무 억울해,0,0,0,0,1,0
4,아무리 생각해도 내 잘못이 아닌데 맞은 것에 대해 화가 나.,0,0,0,0,1,0
4,친구들 틈에 끼고 싶어서 다가갔는데 나에 대해서 이상한 소문이 나서 나를 기피하더라고. 억울해.,0,0,0,0,1,0
4,내가 따돌림을 당하게 된 이유에 대해 이야기할 기회조차 없는 것이 너무 억울해,0,0,0,0,1,0
4,아무에게도 말하고 싶지 않았던 비밀을 소문낸 친구로 인해 따돌림을 받게 되었어.,0,0,0,0,1,0
4,오늘 당한 따돌림을 생각하니까 감정에 북받쳐서 눈물이 나왔어.,0,0,0,0,1,0
4,내가 책을 훔쳤다고 오해한 친구들이 나를 슬슬 멀리하기 시작했어.,0,0,0,0,1,0
4,내가 잘못하지 않았는데 맞은 것에 대해 어떻게 설명해야 할지 모르겠어.,0,0,0,0,1,0
4,나는 그 친구를 따돌리지 않았는데도 선생님한테 불려가서 상담을 하게 되었어.,0,0,0,0,1,0
5,내 친한 친구의 성적이 떨어졌는데 너무 슬퍼해서 나는 어떻게 해야 할지를 모르겠어.,0,0,0,0,0,1
5,친한 친구가 어제 울면서 전화가 왔어. 마음이 안 좋고 너무 슬퍼.,0,0,0,0,0,1
5,엄마 아빠가 내 성적 때문에 싸우셨어. 눈물이 나.,0,0,0,0,0,1
5,새로운 학년이 시작돼서 새로운 친구를 사귀려고 하는데 잘 안돼서 너무 슬퍼.,0,0,0,0,0,1
5,나는 학교에서 항상 왕따야. 너무 슬퍼.,0,0,0,0,0,1
5,나 때문에 부모님이 이사를 자주 다니셨어. 죄송스러워서 너무 슬퍼.,0,0,0,0,0,1
5,난 혼자가 편한데 아빠는 내가 친구가 없다고 문제가 있는 게 아니냐고 하셨어. 그게 아닌데 난 슬퍼,0,0,0,0,0,1
5,나는 고민 돼. 내가 좋아하는 아이가 있는데 만약에 그걸 누구라도 안다면 나는 왕따를 당하게 될 게 분명해.,0,0,0,0,0,1
5,나는 학교 폭력을 당했어. 그런데 그것보다 더 억울한 건 당한 내가 전학을 갔다는 거야.,0,0,0,0,0,1
5,옆 반에서 어떤 친구가 폭력을 당하고 있었는데 난 아무 말도 못해 줬어. 이 상황이 너무 슬퍼.,0,0,0,0,0,1
5,내 친한 친구는 항상 반에서 따돌림을 받아. 그런데도 항상 웃는데 그걸 보고 있으면 그 친구가 너무 안쓰러워.,0,0,0,0,0,1
0,어떤 교수님이 내 은사를 알아보고 진로 상담을 해 주셨어. 이제 명확한 길이 보이니 행복해.,1,0,0,0,0,0
0,내가 구직으로 고민 중인데 내 친구가 자기네 회사에 구인광고를 알려줬어.,1,0,0,0,0,0
0,입사 새내기지만 우리 팀을 잘 이끌어 주시는 팀장님이 있어서 감사함을 느껴.,1,0,0,0,0,0
0,팀장님이 하신 말로 상처를 받았는데 생각해 보니까 한편으로는 감사하더라.,1,0,0,0,0,0
0,나는 나에게 커피를 챙기며 다정하게 대하는 동료들에게 늘 고맙게 생각하지.,1,0,0,0,0,0
0,새로 온 과장님이 업무를 분담해주셔서 능률이 올랐어. 정말 행복해.,1,0,0,0,0,0
0,내 말을 듣고 이해하기 쉽게 설명해 주는 팀장님께 너무 감사해.,1,0,0,0,0,0
0,나를 응원해 준 친구 덕분에 용기를 내서 매니지먼트 회사에 지원했어. 지금이 너무 행복해.,1,0,0,0,0,0
0,나를 믿고 도와준 직장 동료들 덕분에 일이 수월하게 끝났어. 행복해서 날아갈 것 같아.,1,0,0,0,0,0
0,팀원들 덕분에 우리 프로젝트가 성공적으로 마무리 됐어. 미칠 듯이 기쁘다.,1,0,0,0,0,0
0,나는 내성적이지만 사교성 좋은 직장 동료를 만나서 잘 적응하게 되었어. 너무 감사해.,1,0,0,0,0,0
0,팀장님 덕분에 우리 팀이 높은 성과를 거뒀는데 내가 여기 소속인 게 자랑스럽다.,1,0,0,0,0,0
2,팀장님이 나에게만 이 과제를 줬어! 너무 부당해!,0,0,1,0,0,0
2,동료가 보고서를 쓰질 않아 얄미워!,0,0,1,0,0,0
2,이틀 내내 외근이라니 나한테 왜 그러는 걸까?,0,0,1,0,0,0
2,왜 맨날 나에게만 많은 업무량을 주는 걸까? 너무 화나!,0,0,1,0,0,0
2,팀원들이 열심히 참여를 안해 주니까 너무 속상해!,0,0,1,0,0,0
2,이번에 지원한 회사에서 떨어지고 말았어.,0,0,1,0,0,0
2,친구가 내 직업에 대해 은근히 비난하는 것 같아서 기분 나쁘고 화가 나!,0,0,1,0,0,0
2,과장님이 나만 차별하시는 것 같아서 기분이 나빠.,0,0,1,0,0,0
2,취업 문이 너무 좁은 것 같다는 생각이 드니까 정신적으로 너무 힘들어.,0,0,1,0,0,0
2,직장 상사가 나에게 말을 너무 함부로 하니까 너무 기분 나빠.,0,0,1,0,0,0
2,상사가 시대에 뒤떨어진 발언들을 해!,0,0,1,0,0,0
2,내가 희망하는 진로는 전망이 안 좋은 데라고 비하해!,0,0,1,0,0,0
1,대표님께서 내일부터 당장 회사에 나오지 말라고 하셨어.,0,1,0,0,0,0
1,출근했는데 분위기가 너무 이상해서 당황스러웠어.,0,1,0,0,0,0
1,팀장님께서 갑자기 따로 부르셨는데 무슨 일인지 감이 안 잡혀서 좀 당황스러워.,0,1,0,0,0,0
1,그가 조금 전까지 내게 욕을 하다가 팀장님 오니까 아무렇지 않은 척해서 당황스러워.,0,1,0,0,0,0
1,면접 합격 문자가 시스템 오류로 잘못 온 거였어. 너무 당황스러워.,0,1,0,0,0,0
1,사무실에 있던 공동 경비가 없어졌는데 직장 동료들이 나를 범인으로 의심하고 있어 어이없게.,0,1,0,0,0,0
1,나 정말 열심히 면접 봐서 합격할 줄 알았는데 이 회사에서 떨어져서 너무 당황스러워.,0,1,0,0,0,0
1,친구가 내 진로에 대해 비하하다니 너무 당황스럽다.,0,1,0,0,0,0
1,프로젝트 진짜 정말 열심히 준비했는데 무산돼서 너무 당황스러워.,0,1,0,0,0,0
1,오늘 처음 출근한 사람한테 어떻게 이렇게 많은 업무를 줄 수 있지? 당황스러워.,0,1,0,0,0,0
2,나보다 고등학교 때 공부를 못했던 친구가 나보다 좋은 회사에 다니고 있는 걸 보니 화가 나.,0,0,1,0,0,0
2,사이가 안 좋았던 친구가 좋은 직장의 면접을 앞두고 있대. 합격이 안 됐으면 좋겠어.,0,0,1,0,0,0
2,학교 다닐 때 나 괴롭히던 친구가 우울증에 걸렸대. 그 친구를 생각하니 화가 나면서도 은근히 기분이 좋네.,0,0,1,0,0,0
2,어릴 때 모든 사람들의 관심을 받았던 친구가 지금 굉장히 불행하게 산다네. 너무 화가 나.,0,0,1,0,0,0
2,점장님은 사람들이 있을 때만 나에게 친절해서 너무 화가 나.,0,0,1,0,0,0
2,친구가 나보다 좋은 차를 샀다면서 되게 자랑하는데 계속 그러니까 화가 났어.,0,0,1,0,0,0
2,같이 놀러 다니던 친구가 이제는 약속도 안 지키고 지 애인이랑 데이트만 하고 있어. 너무 짜증나.,0,0,1,0,0,0
2,친구가 다이어트를 시작한다는 이야기를 하는데 너무 화 나.,0,0,1,0,0,0
2,친구가 이번에 좋은 회사에 들어갔는데 기분이 별로야.,0,0,1,0,0,0
1,발표 준비 때문에 모였는데 내가 자료를 잘못 가져와서 우리 팀이 모두 고생했어. 나도 너무 당황스러웠어.,0,1,0,0,0,0
1,오늘 나 때문에 팀발표를 망쳤어. 너무 당황스러워.,0,1,0,0,0,0
1,팀장님이 간단한 조사 업무를 부탁하셨는데 내가 잘못 처리했어. 절망적이야.,0,1,0,0,0,0
1,중요한 보고서 제출일이 오늘까지였는데 이제 알게 됐어. 너무 당황스러워.,0,1,0,0,0,0
1,오늘 제출해야 하는 자료를 집에 두고 왔어. 나 스스로가 너무 한심하고 어떻게 해야 할지 모르겠고 너무 당황스러워.,0,1,0,0,0,0
1,내가 먼저 취업을 해서 친구가 나를 많이 도와줬는데 이번에도 취직이 되지 않았어. 너무 죄책감이 들어.,0,1,0,0,0,0
1,부장님께서 일주일 전에 부탁하신 일이 있었는데 까먹고 있다가 이제야 생각이 나서 너무 당혹스러워.,0,1,0,0,0,0
1,이번에 인턴으로 들어가 있던 회사에서 정규직 전환과 관련되어 있는 업무가 있었는데 실수를 해버렸어. 너무 자괴감이 든다.,0,1,0,0,0,0
1,쉽게 처리할 수 있는 일이 있었는데 내가 실수로 일이 더 복잡해져 버렸어. 팀장님께 혼났는데 너무 당황스러웠어.,0,1,0,0,0,0
1,내가 어제 처리한 업무가 잘못 되었다는 이야기를 동료에게 전해 들었어. 너무 괴로워.,0,1,0,0,0,0
1,내가 지각하는 바람에 같이 외근 나가야하는 팀원들이 대기했어. 너무 당황스러웠어.,0,1,0,0,0,0
1,팀장님이 나한테 부탁하신 서류를 잃어버렸어. 오늘 회의 자료라고 하셨는데 진짜 너무 당황스럽다.,0,1,0,0,0,0
5,학교에서 견제하는 애들 때문에 도저히 공부에 집중할 수가 없네.,0,0,0,0,0,1
5,친구가 따돌림을 당하는 걸 방관하고 있는데 진짜 마음이 너무 괴로워.,0,0,0,0,0,1
5,학교에서 애들이 어제 저지른 짓 때문에 슬퍼졌어.,0,0,0,0,0,1
5,애들한테 계속 당하기만 하니까 정말 미칠 것 같아.,0,0,0,0,0,1
5,친구들이 요즘 나랑 멀리하는데 기분이 되게 이상하고 상당히 공허하네.,0,0,0,0,0,1
5,내 친구가 어떤 애한테 맞고 와서 기분이 상당히 암울하네.,0,0,0,0,0,1
5,다른 애들 싸우는 거에 나까지 연루돼서 잘못한 것도 없는데 혼났네.,0,0,0,0,0,1
5,요즘 친구들과 사이가 안 좋다 보니 집에서 폭식하네.,0,0,0,0,0,1
5,선생님이 친구가 내게 폭력을 저지르는 걸 장난으로 생각하시네.,0,0,0,0,0,1
5,이제 도움을 청할 친구가 아예 없어.,0,0,0,0,0,1
5,내가 왕따를 당하는데 내 상황을 들어주는 애가 없네.,0,0,0,0,0,1
5,애들이랑 안 싸우는 날이 하루도 없는 것 같아.,0,0,0,0,0,1
4,계속 취업 준비만 하다 보니까 통장이 텅텅 비어가네.,0,0,0,0,1,0
4,이번에 취업 못 하면 당분간 쫄쫄 굶어야 하게 생겼어.,0,0,0,0,1,0
4,이번에 회사에서 잘렸는데 이번 달 생활비 어떡하지 걱정이야.,0,0,0,0,1,0
4,회사가 요즘 불안정해서 월급을 제때 안 주고 있어.,0,0,0,0,1,0
4,직장 동기들이 내가 가난하다는 걸 알고 나서 날 불쌍히 여기네.,0,0,0,0,1,0
4,회사 가야하는데 정장이 한 벌밖에 없는 신세야.,0,0,0,0,1,0
4,팀장님이 나한테 단벌 신사라고 하셨는데 진짜 부끄러운 거 있지.,0,0,0,0,1,0
4,대출 문제로 여러 가지 힘드네.,0,0,0,0,1,0
4,부모님의 가난이 내게 이어지는 게 싫어.,0,0,0,0,1,0
4,직장 동료들에게 식사를 대접하지 못해서 속상해.,0,0,0,0,1,0
4,갑자기 해고 통보가 와서 당황스럽네.,0,0,0,0,1,0
4,직장 동료들이 내가 명품 안 들었다고 이상하게 보네.,0,0,0,0,1,0
1,친구들이 내가 본인들보다 공부를 못한다는 이유로 따돌리고 있었어. 진짜 충격이야.,0,1,0,0,0,0
1,친구들이랑 다른 지향점을 가진 걸 알게 됐는데 나보고 이상하고 잘못된 거라 그래서 속상해.,0,1,0,0,0,0
1,저 친구보다 친화력이 부족하다고 생각하고 있었는데 알고 보니 친구들이 나를 피했던 거라 속상해.,0,1,0,0,0,0
1,내가 친구들이랑 다르다는 생각에 자신감이 떨어져서 친구들에게 다가가지 못하고 있어.,0,1,0,0,0,0
1,친구들이 날 이상한 사람으로 보는 것 같은데 기분이 아주 구려.,0,1,0,0,0,0
1,내가 좋아하는 사람이 있는데 그 사람을 좋아하는 내가 잘못된 거라고 그래서 속상해.,0,1,0,0,0,0
1,친구들과 잘 지내고 싶어서 솔직하게 얘기한 건데 다들 나보고 이상하다고 해서 속상해.,0,1,0,0,0,0
1,오늘 친구가 날 때려서 많이 놀랐어. 근데 나는 그 친구 비해 너무 부족한 것 같아.,0,1,0,0,0,0
1,나는 다른 친구들과 다른 것뿐인데 나랑 제일 친한 친구마저 날 이상하다고 표현해서 속상해.,0,1,0,0,0,0
1,친한 친구가 내가 소심한 것 때문에 따돌린 것 같아서 너무 속상하다.,0,1,0,0,0,0
1,내 성격이 이상하다고 옆 반 애가 아무 이유 없이 갑자기 나를 치고 간 거 같아 속상해.,0,1,0,0,0,0
1,내 실수 때문에 친구가 나한테 화가 많이 나서 날 때리기까지 했어. 속상하고 무서워.,0,1,0,0,0,0
5,처음으로 수학 시험에서 백 점을 맞았는데 자랑할 사람이 없어. 말할 사람이 없어 슬퍼.,0,0,0,0,0,1
5,나만 빼고 내 친구들은 다 꿈과 계획이 있어. 난 아직 꿈이 없어 슬퍼.,0,0,0,0,0,1
5,시험을 볼 때마다 성적이 낮아져. 성적이 오르지 않아서 슬퍼.,0,0,0,0,0,1
5,전교 일 등을 했는데 선생님이 잘못 채점을 하셔서 이 등이 되었어. 일 등이 아니어서 슬퍼.,0,0,0,0,0,1
5,시험 성적이 좋지 않아서 자신감이 많이 떨어졌어. 원하는 만큼 점수가 나오지 않아 슬퍼.,0,0,0,0,0,1
5,부모님께 격려의 말을 듣고 싶은데 시험을 망치면 부모님께 손바닥을 맞아. 성적이 오르지 않아 슬퍼.,0,0,0,0,0,1
5,아무리 노력을 해도 수학 성적이 오르지 않아. 기대만큼 오르지 않아 슬퍼.,0,0,0,0,0,1
5,하루에 세 시간만 자고 공부하는 게 힘들어. 이게 내 의지보다는 엄마의 강요 때문이라서 더 힘들고 슬퍼.,0,0,0,0,0,1
5,우리 엄마는 새벽까지 잠 안 자고 공부하는 모습을 지켜봐. 날 못 믿는 거 같아서 슬퍼.,0,0,0,0,0,1
5,아빠의 공부 강요 때문에 자살 시도까지 했는데 사과도 안 하셨어. 날 공부하는 기계로 봐서 슬퍼.,0,0,0,0,0,1
5,우리 가족은 아침에 내가 일어나든 말든 관심 없어. 나한테 신경도 안 써서 슬퍼.,0,0,0,0,0,1
5,꿈이 없어서 뭘 위해 공부를 하는지 모르겠어. 하고 싶은 게 없어서 슬퍼.,0,0,0,0,0,1
5,내 주변 사람들은 아무도 나를 신경 쓰지 않는 것 같아 슬퍼.,0,0,0,0,0,1
5,나 오늘 고백했다가 거절 당해서 슬퍼.,0,0,0,0,0,1
5,나의 삶이 얼마 안 남았다는 것을 알게 되어 너무나 슬퍼.,0,0,0,0,0,1
5,이번에도 임용고시에 낙방해서 너무 슬프다.,0,0,0,0,0,1
5,나는 영원히 사랑을 할 수 없을 것 같아서 슬퍼.,0,0,0,0,0,1
5,부장님께 꾸중 들어서 슬퍼.,0,0,0,0,0,1
5,나 오늘 교통사고를 당했어. 너무 슬퍼.,0,0,0,0,0,1
5,오늘 회사 대리님한테 조롱 당해서 너무 슬펐어.,0,0,0,0,0,1
5,회사에서 조롱같은 걸 당해서 너무 슬퍼.,0,0,0,0,0,1
5,나 오늘도 실수를 너무 많이 해서 슬퍼.,0,0,0,0,0,1
5,나 한국사 검정능력 시험을 보기로 했는데 역사에 대해서는 아무것도 몰라서 걱정이야.,0,0,0,0,0,1
5,나 요즘 매일 퇴사를 고민 하고 있어서 힘들어.,0,0,0,0,0,1
0,사무실이 조용하고 쾌적하니까 집중이 잘돼네. 아침부터 기분이 좋아.,1,0,0,0,0,0
0,우리 회사는 직원들의 복지를 최우선으로 해 주니까 즐겁게 직장생활을 하고 있어.,1,0,0,0,0,0
0,팀장님 덕분에 우리 팀이 단합이 잘되거든. 늘 화기애애해서 좋아!,1,0,0,0,0,0
0,이번에 면접 본 회사가 있는데 아무래도 느낌이 좋아!,1,0,0,0,0,0
0,드디어 내일이면 프로젝트가 끝나. 벌써 홀가분해!,1,0,0,0,0,0
0,자료정리가 완벽하게 된 거 같아서 너무 뿌듯해!,1,0,0,0,0,0
0,요즘 사업 수완이 좋아. 이대로라면 문제없겠어!,1,0,0,0,0,0
0,최종 관문만 남겨놓고 있는데 곧 취직이 될 수도 있다는 생각에 기분이 좋아!,1,0,0,0,0,0
0,최근에 직장 동료들이랑 트러블이 없어서 그런지 요즘 얼굴 한층 좋아졌다는 소리 많이 들어.,1,0,0,0,0,0
0,다음 주면 드디어 나도 정규직으로 전환돼. 너무 기뻐.,1,0,0,0,0,0
